	tSNE1	tSNE2
k141_4846	26.073997	-8.811055
k141_8955	-0.301756	-11.633142
k141_25030	44.97917	33.96398
k141_4848	40.4401	29.49537
k141_16622	-4.1511235	-14.934404
k141_25032	10.849971	3.1840117
k141_744	-8.481736	-68.928276
k141_4852	-25.6148	-15.528122
k141_28916	42.80037	13.899551
k141_745	35.674484	38.843746
k141_8963	13.782241	-12.916057
k141_16625	-46.574383	26.32036
k141_25033	-28.679926	-54.100967
k141_746	-41.51781	36.116917
k141_28918	-1.1707608	-34.30032
k141_8964	30.002533	38.803925
k141_4854	-11.896246	2.6739626
k141_25034	-46.989697	17.321766
k141_747	52.50434	10.325029
k141_16629	3.220388	-25.400652
k141_4856	-18.273237	-22.334879
k141_16630	24.760149	25.363981
k141_28922	-1.6605618	-40.658592
k141_8967	4.247265	-36.19288
k141_751	9.141944	9.513031
k141_8968	-44.215977	-31.731792
k141_752	-0.64848715	-42.493923
k141_4862	33.159733	3.0614932
k141_8971	-3.2375922	66.417404
k141_16632	-14.01119	60.93617
k141_8972	-46.47653	-30.715176
k141_12941	10.993912	-30.93687
k141_4864	1.4344126	-36.212406
k141_4865	-24.619926	-60.551186
k141_28923	25.029003	6.7812357
k141_25035	43.570545	21.553362
k141_755	7.3336263	8.278113
k141_16635	29.430786	25.14258
k141_8975	30.422295	50.38078
k141_4866	0.37271205	-14.148479
k141_16636	-16.812254	-26.00527
k141_12948	-0.2359047	-3.8130548
k141_28926	-5.1700163	-12.382367
k141_28928	-40.91454	-47.106712
k141_757	27.57664	8.192406
k141_4867	-47.586155	-42.751427
k141_12953	-4.6601243	-4.062414
k141_4872	-15.258289	-37.243763
k141_764	8.704609	-26.517412
k141_16641	-14.358735	17.438848
k141_4874	-5.520116	-1.628187
k141_20619	-8.126862	-70.92882
k141_4877	-44.197956	-31.812202
k141_20620	28.561731	48.956886
k141_766	-52.061478	23.787329
k141_12964	5.5008554	-45.638645
k141_20621	24.869762	-26.225124
k141_25037	-11.002161	-70.75294
k141_768	-41.15871	-32.947433
k141_25038	27.229856	-52.928886
k141_12965	-15.304263	2.5612228
k141_16649	27.356373	-37.321404
k141_769	-27.86695	11.215386
k141_28930	-51.648487	-39.933838
k141_20625	-28.858831	-20.034853
k141_12967	24.688135	46.56447
k141_16652	-5.969125	-46.28348
k141_12968	-21.12478	-65.51482
k141_4879	42.542007	6.871643
k141_28935	4.825427	-32.884075
k141_20630	34.662224	-50.717937
k141_12969	20.835787	-14.362296
k141_4882	5.2503357	25.243904
k141_28936	-5.956755	-2.873932
k141_4884	-32.579933	-60.30775
k141_28937	-12.257684	-56.12553
k141_16655	23.048264	3.768178
k141_20632	33.391838	-41.041786
k141_28938	-5.715378	-52.014004
k141_12972	-22.850603	-8.704533
k141_782	-23.877668	21.556992
k141_28941	-37.132435	9.05148
k141_12975	15.236795	25.202765
k141_25042	-50.674088	-40.460175
k141_28944	-22.86174	10.606646
k141_786	40.652042	21.813112
k141_25043	-41.332607	-33.931946
k141_787	27.722773	44.004154
k141_12980	8.569598	-5.7863436
k141_4885	36.085545	12.39504
k141_791	-39.05965	4.4185867
k141_28945	32.189453	15.017599
k141_25045	26.341726	6.4629617
k141_12987	-45.137104	-28.383385
k141_796	-2.3267255	-15.386435
k141_4888	-33.716854	26.391212
k141_16656	-15.401697	54.373512
k141_20634	33.978065	10.116986
k141_25048	-32.795174	-61.71911
k141_4889	22.69842	33.875015
k141_4890	19.181513	-42.888573
k141_20635	-11.99104	49.635326
k141_12989	-9.499655	49.4884
k141_25049	-0.8212969	63.39585
k141_4891	-40.441856	13.341796
k141_799	29.843178	0.9871451
k141_12990	-19.994886	-51.039944
k141_20637	6.0042973	-39.348404
k141_25051	1.3628961	7.4543424
k141_800	-4.877978	-42.12647
k141_12991	49.895847	15.696052
k141_8976	50.299557	5.253462
k141_4896	14.463974	-27.492834
k141_20639	-12.765891	-30.309662
k141_25055	21.965528	-24.710209
k141_12993	-42.693413	-42.464825
k141_16666	42.66776	36.7804
k141_8982	-4.8655176	-23.964966
k141_28946	51.599003	6.0800133
k141_12998	28.046148	-52.673004
k141_28948	-8.341912	-46.524357
k141_16668	-35.143227	24.237158
k141_803	-4.98678	-22.51044
k141_20640	-12.601666	51.384113
k141_25058	20.24039	-17.388285
k141_4903	-45.09309	21.320198
k141_28950	-35.64423	29.560736
k141_16669	3.8078828	-22.521215
k141_20642	12.251621	-26.851282
k141_13005	-51.69544	-29.794931
k141_25062	-0.20528755	-3.6506805
k141_20644	15.672706	11.88484
k141_28956	11.915993	-50.21934
k141_25063	2.016531	10.909524
k141_8983	46.169033	36.088882
k141_16674	50.099392	13.44088
k141_25065	7.854472	-50.17445
k141_16675	4.068992	-2.6049871
k141_8986	-14.141105	-18.58524
k141_28964	16.918085	15.470265
k141_20649	32.860294	52.028866
k141_8987	4.7042828	-40.93707
k141_28966	-4.210156	56.104347
k141_28968	-13.584073	-23.908823
k141_25073	45.200317	8.917101
k141_25074	-40.20519	-37.158573
k141_28972	-12.020404	9.786676
k141_8994	11.236723	-28.69243
k141_16677	49.951294	6.2298646
k141_28978	12.329151	8.615506
k141_20658	48.93972	40.939453
k141_28982	5.63809	-19.804787
k141_16682	-46.416023	19.917728
k141_16683	-17.968807	15.537958
k141_8996	49.17269	4.986438
k141_13009	16.592375	-18.530325
k141_25075	52.33346	10.319354
k141_28983	-42.315636	23.943317
k141_20666	-38.872387	30.458216
k141_16687	27.285461	9.500585
k141_13010	-30.403896	11.363814
k141_20667	34.655643	-46.65932
k141_28984	25.707022	-47.873165
k141_25080	-11.903949	-13.869665
k141_16688	32.20208	-47.97378
k141_28985	-2.3303742	-9.023876
k141_9005	-16.093271	9.630682
k141_20668	52.68597	10.899376
k141_28989	12.8321295	5.636187
k141_9007	-6.868431	-44.363895
k141_25082	-12.459275	71.11863
k141_13011	46.5202	33.740654
k141_9010	-1.535744	5.9231668
k141_25084	34.224876	24.852665
k141_28996	0.03579075	-40.199375
k141_20676	-52.181313	-32.199745
k141_4909	-10.15748	-71.587395
k141_28997	-41.77813	-41.824978
k141_28998	8.283	0.4920973
k141_20679	-9.763857	-49.62951
k141_4910	13.549652	-26.091225
k141_16690	54.8069	5.9546523
k141_29000	-15.123293	3.8922503
k141_4911	20.904226	17.950645
k141_13023	-45.927876	11.005683
k141_13026	4.8791976	-18.857225
k141_29004	-55.36015	-40.923706
k141_25093	45.70501	32.83511
k141_13028	-49.970924	-28.25731
k141_9015	-18.127926	62.131763
k141_25095	20.272657	-49.00618
k141_29005	-40.10836	16.99448
k141_13029	-20.301668	-57.279655
k141_4922	27.556921	42.51244
k141_20683	-17.329369	63.19409
k141_9017	-36.57772	12.838068
k141_29006	-43.250546	28.39918
k141_25102	17.023754	15.751717
k141_810	42.72909	14.143938
k141_29008	-2.7791023	66.80687
k141_4924	-9.544159	28.337759
k141_29009	-46.72013	-26.065094
k141_25103	20.34291	4.721682
k141_9024	2.056627	-44.65265
k141_20687	46.202435	8.8880005
k141_4926	-14.993482	2.5181537
k141_29013	-47.267876	12.892439
k141_13042	26.668816	-9.606073
k141_20688	21.896708	4.4820232
k141_814	42.713203	6.268731
k141_29014	0.33616352	-28.922262
k141_25107	-52.246655	20.700012
k141_20690	3.3301363	26.756083
k141_815	-52.079975	-29.898262
k141_29016	-28.312037	20.220078
k141_13048	18.905102	2.4648528
k141_29017	24.304691	36.73768
k141_4927	15.782951	-20.906427
k141_25111	2.9527962	-19.245958
k141_819	28.801043	6.6231413
k141_13049	54.833946	13.160661
k141_16691	53.893627	4.2960205
k141_29019	-32.066803	6.245899
k141_4930	-2.7390888	-25.787693
k141_823	5.591244	-9.598009
k141_29022	-43.111107	7.955576
k141_16693	0.081595905	-27.555758
k141_13051	-10.870743	-9.466255
k141_29024	21.298733	42.439545
k141_4934	25.452904	39.905926
k141_16694	25.487087	23.318546
k141_13053	-17.210268	19.397354
k141_25119	-11.326185	-12.945977
k141_13054	-0.45279506	-41.04362
k141_4942	5.586479	3.773536
k141_29033	14.604001	26.231857
k141_16701	-13.572756	-13.869214
k141_20697	53.32171	6.8410616
k141_13057	16.786306	-52.351402
k141_29036	-3.1867642	-0.61090916
k141_13058	-18.364487	6.0839787
k141_20700	-22.285185	-1.1925193
k141_9029	-8.229535	-71.5442
k141_4943	46.55798	39.597683
k141_4944	-24.523962	-58.87501
k141_13059	34.88249	35.214687
k141_16709	42.42547	44.27198
k141_29042	-45.31844	5.662079
k141_9030	-45.062084	29.742123
k141_20706	-1.2208475	13.097586
k141_16710	13.775732	29.104376
k141_824	-10.415359	-70.40129
k141_9031	-41.214256	16.224285
k141_13063	27.698046	37.68359
k141_13064	11.3872595	25.296822
k141_20708	22.62405	-52.56065
k141_9032	-28.596403	14.347311
k141_29045	-52.19532	-41.16972
k141_825	-20.339777	-2.027263
k141_20709	-3.861146	-45.90063
k141_16717	29.403965	-11.174444
k141_4959	-29.355932	-19.145618
k141_29048	5.002126	-14.291764
k141_20710	18.665089	-52.45356
k141_9035	38.703552	-49.60374
k141_826	-18.43003	5.0034213
k141_4961	36.79254	34.888214
k141_9036	-2.3742623	-6.0258923
k141_25121	-23.256554	67.350525
k141_4963	20.178638	30.503403
k141_828	26.150003	-42.064716
k141_25123	33.250164	-47.92549
k141_9038	1.3211253	-32.474957
k141_4966	-21.792027	2.763868
k141_9042	-3.35874	66.49336
k141_4967	-9.857828	-6.113518
k141_25125	-43.067753	-41.15931
k141_16722	-40.762325	23.973364
k141_830	40.381714	34.879646
k141_4968	17.578554	28.239601
k141_29064	-26.447872	-66.20591
k141_9045	-15.912595	-12.674149
k141_4970	27.80453	-50.14297
k141_833	-3.7185152	-49.18861
k141_13069	54.48645	6.8547893
k141_16725	21.78868	-48.284416
k141_9047	-11.110507	-6.0514956
k141_29065	-18.976467	61.607986
k141_16726	-13.3329935	-23.462395
k141_25126	22.381197	-6.942937
k141_4977	27.46373	14.858019
k141_29066	-43.850574	-34.968056
k141_16727	-12.968669	8.818963
k141_13077	29.135147	-11.034865
k141_29069	-18.40444	-1.1851183
k141_29070	-30.019646	15.87847
k141_25132	29.646503	-7.6019883
k141_4984	28.341726	26.812561
k141_16731	33.442585	28.86766
k141_13080	34.61	39.593052
k141_837	49.485916	40.791935
k141_839	1.6720054	-40.328598
k141_29074	-7.723937	26.21522
k141_4985	39.610683	10.157344
k141_841	2.9458158	13.125436
k141_29075	-9.267789	-29.435167
k141_9048	-12.061176	51.501553
k141_25133	30.045069	22.697792
k141_843	25.769209	-12.9077635
k141_29077	1.6850009	2.6212997
k141_13083	10.676457	-33.41096
k141_9050	-13.1336565	-51.007618
k141_25134	12.165523	-15.114982
k141_25135	-45.27706	-33.65062
k141_13086	3.0403805	23.920462
k141_16738	-47.158146	-34.812164
k141_29079	25.731133	-46.5736
k141_25137	28.087355	-17.689087
k141_29081	-2.0364177	-50.22524
k141_13088	19.369589	-48.824463
k141_9052	-38.656357	28.664516
k141_16740	4.93793	-1.6238244
k141_9054	33.155663	-43.082867
k141_13092	-46.64046	7.770293
k141_25140	-13.560659	65.997154
k141_13093	20.053558	-3.63858
k141_29089	-13.078334	52.21161
k141_9059	16.320831	-1.6956037
k141_16743	30.875736	-52.033516
k141_25145	23.382841	46.454945
k141_9060	12.209615	17.778063
k141_13095	-27.99157	20.157318
k141_16745	15.392706	-46.39165
k141_29090	57.202847	6.8453355
k141_16746	-13.77205	-14.392589
k141_9062	10.24847	-29.969875
k141_13097	52.302963	13.892031
k141_29093	16.739126	40.17349
k141_9065	50.500458	15.445948
k141_25152	23.789846	-0.6635399
k141_29098	-17.045748	-26.422483
k141_845	-9.370252	-69.30819
k141_9068	20.81689	-35.356014
k141_25153	1.2004358	-11.617062
k141_16753	-33.684006	15.317936
k141_4986	-22.24146	67.109314
k141_13102	-12.441954	-54.61526
k141_9069	29.61392	-46.78902
k141_846	32.953426	50.377174
k141_25155	-41.81722	-31.626339
k141_9070	6.274574	-7.264353
k141_29101	50.28945	10.824507
k141_4990	-1.0792533	70.46851
k141_13104	13.432091	-8.37348
k141_13106	-24.410805	-61.516953
k141_847	-11.834191	18.674623
k141_25164	-1.881876	-35.96889
k141_848	-48.973763	-28.008526
k141_4994	31.29545	22.604256
k141_13111	19.032564	-42.428116
k141_849	-4.345879	-19.271154
k141_4996	5.1358614	-22.109774
k141_9078	-17.968227	64.34939
k141_29113	46.746563	10.662385
k141_13115	-15.299441	-56.873325
k141_5001	-44.276703	-43.281734
k141_9084	23.709938	16.649158
k141_853	41.784863	7.8638897
k141_29115	30.981163	-51.892334
k141_5003	8.13614	-47.638767
k141_25180	1.9901344	-28.812063
k141_13121	-0.02231271	-41.910213
k141_29118	-12.276796	-52.979847
k141_857	-11.11983	-31.88639
k141_13122	8.769664	8.917955
k141_9090	14.086556	-27.414785
k141_29122	19.006744	-40.46519
k141_858	8.035735	-25.689503
k141_29124	31.72181	-48.71315
k141_9091	-7.0049157	3.236987
k141_29125	-29.367685	-62.455875
k141_25181	-19.368208	63.120995
k141_860	1.7643573	-39.715073
k141_25182	-11.000635	-0.12552312
k141_861	3.0755305	12.654086
k141_863	-22.079775	-1.1403664
k141_9094	-16.12384	15.570036
k141_5007	-9.901878	17.99735
k141_29132	-41.2829	16.166475
k141_864	-5.1003838	14.8738985
k141_9096	1.701863	-10.493945
k141_5008	-37.51493	-35.645622
k141_25191	3.8093219	-36.720943
k141_5009	25.885298	-49.906883
k141_29136	-34.23988	31.515358
k141_865	2.6820273	26.64121
k141_9101	17.021988	-3.2751577
k141_25193	-4.5648165	13.3564
k141_29138	-37.29398	33.794003
k141_25195	17.992172	1.0889598
k141_29139	2.3392367	18.064442
k141_16754	50.618446	4.823352
k141_13124	44.975468	5.976015
k141_867	-8.924831	-56.077576
k141_5012	39.66927	16.361488
k141_9106	-15.613418	-54.36589
k141_25197	10.405727	-45.31293
k141_29141	27.79125	-52.584682
k141_5013	-32.952473	9.842177
k141_25199	0.05651078	-45.728012
k141_5014	13.902488	21.36941
k141_9111	5.5544834	-2.3589737
k141_869	18.603231	-4.0007005
k141_25200	-32.624565	8.182457
k141_29146	6.325163	23.552732
k141_16760	-6.3102217	-53.045155
k141_9113	-3.3190336	66.16842
k141_29147	9.618956	-39.169548
k141_873	24.61459	-54.0215
k141_29148	-0.47968128	8.815278
k141_13126	51.185146	9.495071
k141_5023	19.90164	20.055206
k141_874	24.295317	40.93997
k141_16762	54.218323	13.646113
k141_13127	-45.7808	-34.59916
k141_25206	-40.739555	4.4941225
k141_29151	16.921503	0.16919932
k141_16763	54.505596	10.815214
k141_25207	5.751469	1.9132686
k141_876	14.120041	-49.97739
k141_29152	-21.385263	-7.6811275
k141_25208	-1.1898375	-16.717014
k141_29153	20.856686	-29.065586
k141_878	-21.979452	9.818285
k141_29155	-31.681503	4.2722735
k141_16767	-5.0180798	-43.48523
k141_29159	-26.194008	9.256174
k141_5029	8.727419	-29.587143
k141_5030	19.586447	-24.09068
k141_29160	-7.4276557	-13.009303
k141_13131	35.459473	13.605135
k141_9115	39.004807	14.288402
k141_5035	-1.2118604	-1.6672194
k141_13134	-51.47666	15.258477
k141_25212	56.106853	8.005793
k141_29165	-14.924211	-3.8139436
k141_5036	24.3411	36.727818
k141_9117	-33.213924	16.256397
k141_29167	27.593616	26.880493
k141_29168	5.9106116	-17.275032
k141_25215	-9.302853	28.457249
k141_5042	1.7831389	-45.701996
k141_29174	19.06499	-30.727932
k141_16771	40.70344	16.690845
k141_29175	27.782825	49.361485
k141_879	40.146347	14.828975
k141_25221	27.014772	47.42491
k141_29176	-3.397022	-25.363138
k141_13138	-48.115158	-39.634186
k141_5046	-47.646786	-27.09698
k141_29177	30.302025	42.5259
k141_9128	23.155605	10.73968
k141_29180	-46.720337	8.059751
k141_13140	-17.990835	-41.587704
k141_880	-34.44644	15.834744
k141_16774	-42.61264	23.482082
k141_5050	29.760796	22.251228
k141_25223	52.13547	10.746357
k141_29182	24.24519	21.774933
k141_881	19.25513	8.7702675
k141_9132	-45.696247	-30.405567
k141_882	-10.46103	-45.483906
k141_29186	-28.50214	24.163664
k141_13143	-37.051258	12.942061
k141_29187	15.22526	-48.305485
k141_25227	27.75479	-56.30683
k141_888	1.2818915	-2.607661
k141_29188	30.79432	30.993494
k141_13146	-7.0730257	70.325134
k141_16783	-1.7881817	-24.4533
k141_13147	16.51075	-54.740143
k141_5062	22.01661	-0.5622632
k141_16785	21.762339	-33.879936
k141_29194	-50.494625	15.034266
k141_13150	-6.6909575	71.461266
k141_25234	-4.8363924	-51.255665
k141_891	-29.247402	11.329777
k141_5066	-0.29166883	-5.3937135
k141_16787	49.650787	15.80694
k141_13151	6.3558717	-8.247301
k141_13152	1.9623425	-52.119747
k141_16788	2.275178	3.7170215
k141_896	-7.0065813	-11.543318
k141_25239	31.570469	37.41735
k141_29200	-13.875358	4.9808326
k141_29204	-31.370058	29.210043
k141_898	29.385271	-52.24838
k141_25243	-30.085958	10.270951
k141_5068	-10.760139	52.69067
k141_16790	-34.46754	18.879408
k141_29206	24.330154	20.594316
k141_5069	-30.590172	19.09709
k141_902	-31.453308	-62.80687
k141_16792	9.6724415	15.896558
k141_5072	4.910041	4.4004426
k141_9142	53.626305	4.2494197
k141_5073	-23.209557	-56.186253
k141_9144	12.346975	-7.3121305
k141_25254	-22.42454	14.284876
k141_908	31.174562	-52.64354
k141_5076	-34.506207	28.441639
k141_16796	-3.114293	-49.970592
k141_25255	-0.28206444	68.52784
k141_909	19.274153	-3.0822268
k141_16797	-10.899403	-48.889675
k141_29210	51.05346	7.5230627
k141_5079	47.21957	43.78194
k141_29211	21.8744	-45.63312
k141_911	-36.85001	13.999254
k141_912	6.504266	-13.0840435
k141_9151	21.843288	10.079212
k141_5082	17.176718	-41.802197
k141_25262	32.83351	38.17191
k141_16799	-22.985037	-8.588535
k141_29215	12.27672	29.396679
k141_5084	32.101715	41.078144
k141_5086	22.02807	-16.074879
k141_915	19.488617	-2.6636684
k141_25263	-41.617535	21.735321
k141_16803	-21.962053	0.727216
k141_9153	-4.783878	68.59433
k141_916	36.5638	-50.853405
k141_16804	-2.1576679	-48.276424
k141_25268	-2.009732	-33.88315
k141_9155	-42.05028	-46.171997
k141_5088	34.097794	12.145712
k141_29226	23.50307	43.52092
k141_918	6.6307063	-4.2585034
k141_5089	-50.067024	19.225595
k141_16808	20.620012	46.91911
k141_5090	-32.62231	-59.050663
k141_29228	36.462063	-47.399994
k141_9158	26.838484	-23.716219
k141_13153	-8.613145	-72.35838
k141_923	22.613766	34.148983
k141_9160	-5.5714197	-48.401077
k141_5092	-47.208084	-30.888674
k141_16814	-8.343414	8.630882
k141_25270	42.285892	20.734636
k141_16816	-33.76554	31.191267
k141_9163	-44.93891	25.648909
k141_5094	-16.587454	12.291085
k141_25271	-14.93767	-16.384323
k141_29229	33.071075	11.82593
k141_13162	-44.753178	27.051584
k141_5095	-42.77945	-43.504036
k141_930	47.4465	41.94692
k141_16819	1.3227174	-36.412373
k141_5096	-53.996986	15.763626
k141_29231	29.26816	24.895605
k141_932	4.527642	-34.400898
k141_29232	13.068443	34.530983
k141_16822	28.205664	-51.67803
k141_9169	37.074425	22.239412
k141_13163	32.767586	-52.485416
k141_25278	-1.3666489	-38.899784
k141_933	30.701164	-50.92783
k141_29236	22.880846	-13.191508
k141_25279	25.820463	26.422571
k141_5106	15.908338	-49.640244
k141_16824	-39.02859	21.459621
k141_9176	-7.8884263	-22.05381
k141_25281	-41.63228	9.306235
k141_29240	-22.872887	28.783724
k141_9179	8.08054	21.377768
k141_939	25.361406	0.99275124
k141_9180	0.21217915	-17.385294
k141_29241	30.398973	-53.496727
k141_942	-9.1882515	-8.91481
k141_29242	19.385828	-8.578353
k141_16826	15.210029	-25.346762
k141_16827	-38.010883	-37.547657
k141_25286	43.22068	18.93935
k141_9187	-32.455933	15.774527
k141_16829	-47.291885	17.282818
k141_9188	-24.673992	30.04952
k141_5112	40.678093	18.564035
k141_25289	0.20553012	27.922869
k141_25290	17.45719	-24.717524
k141_9190	-21.8655	-67.74076
k141_946	31.526558	11.100211
k141_16835	20.178707	45.013138
k141_9191	-13.375774	10.077366
k141_947	-4.3404713	-12.911162
k141_16836	5.622765	50.64454
k141_29246	-52.27338	-38.989502
k141_950	-35.76796	29.460732
k141_29247	-33.223423	9.829731
k141_5114	49.753338	42.108025
k141_16838	31.0379	-38.228924
k141_9193	-38.863876	26.25546
k141_29251	-3.632306	34.79733
k141_953	3.9683015	-19.538437
k141_9194	14.443583	30.63788
k141_16842	-27.258083	17.970304
k141_29252	-4.3245025	-31.58219
k141_25292	-15.982081	60.87584
k141_9197	32.244476	47.86346
k141_29254	4.5095387	4.716291
k141_25293	14.018008	-54.24769
k141_9198	-7.1897454	18.569672
k141_29256	-44.362034	27.873774
k141_16849	25.827808	-49.656242
k141_25295	10.846185	-12.37229
k141_9199	-11.697452	-65.433105
k141_25299	-46.634647	-26.145151
k141_29260	45.843357	38.584812
k141_9202	34.504013	-12.598448
k141_959	-22.425594	67.85551
k141_25300	32.831215	4.193883
k141_962	42.92645	46.15847
k141_29263	42.45013	38.15082
k141_16853	-49.157387	-38.2347
k141_25302	12.287631	-14.04416
k141_963	4.633212	-33.03133
k141_25304	-27.311474	-63.499535
k141_965	-16.047546	12.624901
k141_29265	-17.670303	60.561073
k141_9203	41.89819	19.680132
k141_25305	-20.147614	11.819283
k141_5116	-8.752958	-70.60496
k141_966	6.288636	-33.17287
k141_25306	31.96709	29.012804
k141_16860	30.840885	8.6638775
k141_29270	-12.892974	58.809284
k141_9205	-35.246964	21.2965
k141_25308	-32.263264	-57.5478
k141_5118	-11.495526	70.37609
k141_5119	-23.557163	0.40998983
k141_967	-9.466419	-17.670412
k141_9208	-3.5741217	-48.096916
k141_29276	-10.049561	31.9561
k141_968	19.518955	8.547603
k141_25314	17.978136	14.194779
k141_16867	25.404627	-2.3618643
k141_9211	-19.198837	8.322801
k141_5126	5.110204	-46.17477
k141_9214	1.9778256	-0.6613161
k141_971	-43.9988	-41.663372
k141_29279	18.650644	-19.705212
k141_5129	36.528797	-34.690212
k141_25319	13.878764	-16.939678
k141_973	15.532216	-47.014668
k141_16873	-23.302353	-15.069724
k141_5130	-1.0740674	67.9359
k141_974	-29.982655	-62.903683
k141_5131	-16.682882	-43.67378
k141_25321	21.222	-48.956467
k141_29283	-15.564451	9.08926
k141_5133	-5.3387537	25.82666
k141_16876	-13.799466	-57.481514
k141_29285	31.787914	27.232466
k141_5135	-4.7590404	6.0262733
k141_16878	-48.68696	12.393058
k141_25323	-10.99654	-51.65113
k141_5138	-49.141636	12.933836
k141_16879	-38.622128	17.428843
k141_975	-49.723675	-40.309357
k141_25331	40.342003	-45.640617
k141_5142	12.256928	-18.89238
k141_979	-5.426673	25.670906
k141_16880	-33.467167	19.566582
k141_25333	-4.606362	-29.037794
k141_29287	-18.001677	60.4579
k141_5145	3.6013114	3.1328278
k141_29289	4.8841352	-7.3871956
k141_16882	15.334975	-6.069847
k141_25338	-10.752704	-49.480663
k141_987	31.261631	20.431067
k141_991	-34.511623	7.9176297
k141_29293	32.72583	-52.89
k141_5150	-2.7138166	32.707813
k141_16885	-20.695723	15.963739
k141_29297	-26.985147	-64.0752
k141_25342	-42.302597	18.735762
k141_5155	8.45798	19.724546
k141_5156	9.042002	-49.392834
k141_29298	30.18154	-53.60539
k141_994	-49.352062	-37.253002
k141_16894	1.1812136	24.995077
k141_29304	2.4520912	48.969597
k141_5162	-15.501503	-37.001587
k141_995	29.20538	0.6570977
k141_25343	-53.145687	-35.69859
k141_16895	-30.602587	24.961084
k141_997	2.0535944	-6.9837446
k141_29307	-26.59702	-67.50736
k141_16896	4.8957534	-27.169443
k141_25346	-20.115414	-6.5494246
k141_29310	-10.282395	-38.013977
k141_5174	-53.431892	22.599676
k141_16898	26.446072	-54.008656
k141_29312	-43.318066	16.960766
k141_1005	-1.3801148	-4.5310245
k141_25352	11.270403	-5.0885005
k141_1008	20.036633	-46.649208
k141_29313	40.5616	6.007235
k141_16902	-12.559687	-49.160255
k141_1009	23.832222	-43.648987
k141_5176	44.97862	22.590591
k141_25354	23.178314	-17.769478
k141_1011	-27.225424	-60.102997
k141_29318	11.890454	-25.287746
k141_5177	-3.2536898	17.065296
k141_9221	-20.456657	64.288445
k141_25357	-24.874233	12.232169
k141_1015	49.691216	17.824245
k141_29320	4.09733	-43.736908
k141_25360	-24.023922	-61.411007
k141_29324	17.147379	2.369679
k141_25361	-37.39089	17.36801
k141_5183	-4.9276414	-28.471405
k141_25362	15.68125	-48.942665
k141_29326	31.607126	37.19026
k141_1026	5.0462356	2.8392267
k141_1028	-10.272896	-52.53523
k141_25366	-46.862743	-33.330658
k141_29329	-34.71788	16.562845
k141_1031	13.921075	-1.0326521
k141_29330	-5.7909036	4.824023
k141_16905	54.61335	6.934433
k141_9224	40.55995	15.21587
k141_25370	7.9726467	-3.10211
k141_9225	30.82205	48.24354
k141_16907	16.994083	-25.862263
k141_29333	-17.49607	4.5044684
k141_9228	-2.1262152	-3.6378677
k141_25371	9.245283	3.9133081
k141_16912	-23.106792	4.4443064
k141_1042	2.0045934	-13.463435
k141_13173	42.51397	13.607349
k141_25374	28.199833	-42.046562
k141_9230	-38.313423	18.640253
k141_1044	-1.8868121	18.487509
k141_29342	-43.969097	-42.78747
k141_16917	4.822546	-37.20182
k141_5185	51.159393	6.231293
k141_1045	15.565517	7.7691693
k141_25378	18.00628	-45.094105
k141_29346	-35.097996	10.912065
k141_25379	-42.198677	17.317562
k141_5189	22.568144	48.243263
k141_1050	38.538273	46.19031
k141_29349	-25.90739	-59.782883
k141_25383	26.621012	-52.808376
k141_1052	-9.634408	-52.705746
k141_9239	-34.243507	15.636106
k141_1054	7.8079143	-17.812513
k141_29350	33.56332	-50.92783
k141_25387	-25.987364	21.39103
k141_5194	-10.695595	-6.0305705
k141_1055	21.670732	-43.828754
k141_16924	12.142553	-16.577433
k141_29351	4.8302555	-30.963692
k141_29352	27.28056	25.957306
k141_25389	0.5255362	-36.05246
k141_16926	-39.133667	33.53424
k141_9249	19.879679	-44.0801
k141_1059	6.111652	-15.5519
k141_29353	-32.98916	30.483385
k141_9250	-34.36056	8.560151
k141_25391	39.003384	46.368298
k141_1060	-24.788185	-61.973614
k141_16928	-36.158463	22.983814
k141_25392	-37.783947	-38.24951
k141_13176	-34.494488	14.690702
k141_29359	-18.355381	0.97122943
k141_16929	18.516933	-48.270164
k141_9252	9.041297	-10.781716
k141_29360	7.353717	6.7531962
k141_25394	-44.536762	-37.85403
k141_9253	27.938553	14.373166
k141_25395	-54.78005	-32.452812
k141_13182	-33.41392	3.7327313
k141_16934	-9.299135	24.691015
k141_25397	29.141897	-8.843392
k141_13185	18.744986	-48.099716
k141_25398	-11.024398	56.02816
k141_1064	49.313076	5.8011622
k141_25400	13.305054	14.398423
k141_16937	-0.22785391	-38.52779
k141_29364	-32.543003	18.889647
k141_13188	-13.219866	-8.333691
k141_16938	26.939543	-46.887455
k141_29365	33.839165	30.735626
k141_16939	12.008453	1.7011751
k141_13191	-22.662653	14.380261
k141_29366	8.317976	-20.95359
k141_16941	12.068004	19.776266
k141_29367	-37.170643	-42.194317
k141_1067	-51.739426	-35.007652
k141_13192	-22.594759	21.80513
k141_1069	29.132446	-39.604202
k141_13195	3.0232058	-14.808188
k141_29370	50.182777	33.21574
k141_16950	11.392599	22.02866
k141_1074	-10.459789	-55.58324
k141_16951	2.4574924	-32.31343
k141_25402	-56.66877	-38.3044
k141_1076	25.128752	-48.2581
k141_9255	-8.554702	-70.63379
k141_1077	1.0251815	-33.615215
k141_9256	4.4428096	-28.413382
k141_29375	24.0805	-34.20362
k141_16954	-23.302109	11.521445
k141_1078	11.850169	17.064835
k141_29376	-1.6931486	68.90837
