id	x	y	length	gc	coverage	orfs	ssus	mapped	taxon|d	phylum	class	order	family	genus	virulence	resistance	plasmid	virus
4281	-27.478942	0.273260	4820	42.20	255.009	5	0	99.96	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4288	7.134054	-11.015485	4105	47.53	12.222	6	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
4306	23.774622	-5.589207	4083	48.71	13.752	4	0	0										
4313	32.149920	-24.385583	4077	61.15	14.767	5	0	97.20	Adlercreutzia equolifaciens	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
4364	-21.298253	4.791270	4019	39.86	10.701	4	0	100.00	Dorea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
4398	-12.009070	16.183016	3994	38.51	13.394	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4430	-12.016651	15.930877	3969	39.13	11.819	3	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
4475	-4.812807	-34.462233	3934	50.71	40.302	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4489	-15.734905	16.386901	3922	36.77	10.413	4	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
4496	-6.984345	-37.341427	3917	54.23	35.362	4	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4498	-18.320641	11.620633	3916	40.37	155.658	5	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4499	-22.850164	12.900304	3916	38.05	8.726	5	0	59.34	Clostridiales									
4521	-24.985321	1.173648	3898	40.64	9.530	3	0	95.75	Clostridiales	Firmicutes	Clostridia	Clostridiales				RF0148		
4524	17.927953	-31.804318	3895	59.77	10.433	4	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
4545	8.202915	39.390629	3884	25.93	8.829	4	0	0										
4607	-6.062761	19.801581	3833	36.00	9.873	6	0	13.81	Clostridiales									
4614	-29.732158	-6.499876	3827	41.65	14.880	3	0	8.63	Blautia									
4617	-31.148602	-9.454447	3826	43.26	7.781	3	0	0										
4626	3.969478	-34.233399	3818	62.68	49.988	3	0	6.27	Faecalibacterium prausnitzii									
4636	-16.229484	15.722876	3806	37.86	11.063	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales				RF0148		
4666	-4.978764	-33.167908	3785	50.36	32.969	5	0	99.77	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4669	-19.406396	10.264762	6466	40.67	13.166	4	0	21.66	Bacteria									
4670	-32.068810	1.918610	5239	41.88	427.529	2	0	99.91	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4674	-4.843887	-33.944133	3777	49.99	26.734	4	0	99.72	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4686	-2.702995	20.067920	3768	34.79	17.419	6	0	0										
4692	32.928601	6.401093	3765	43.05	6.984	4	0	91.62	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
4694	6.994009	21.838756	3765	38.19	26.777	1	0	62.79	Clostridiales									
4719	-31.384228	-0.028960	3744	42.36	287.193	4	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	VFG000079			
4778	-2.420605	-21.234211	3702	49.14	10.355	6	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4796	6.696042	37.740850	3684	26.09	10.781	3	0	6.25	Peptostreptococcaceae bacterium VA2									
4818	20.677070	-20.775742	3666	58.59	34.209	4	0	94.42	Atopobium sp. ICM58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
4825	-24.472683	3.196190	3661	43.29	9.938	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales				RF0024		
4836	2.893744	-27.283418	3656	57.00	21.070	2	0	1.84	Faecalibacterium prausnitzii									
4866	-8.535244	-37.066733	3632	58.04	32.624	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4869	-7.193597	-36.740969	3631	54.39	19.229	6	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
4871	11.484284	34.263270	3630	29.59	12.081	3	0	2.61	Clostridium dakarense									
4899	-4.215963	24.785961	3605	28.99	16.864	4	0	100.00	[Eubacterium] hallii	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
4941	7.073760	-7.954028	3573	43.66	10.559	3	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
4945	-22.882189	-2.288372	3572	43.76	13.232	5	0	84.91	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4950	11.340018	36.116363	3570	27.93	15.414	2	0	0										
4974	8.965658	37.140543	3554	27.01	11.059	3	0	1.06	Terrisporobacter othiniensis									
4978	6.749938	30.580750	3551	29.65	24.194	3	0	0										
4984	-21.241932	30.452624	3545	36.78	13.192	3	0	77.84	Firmicutes bacterium CAG:41	Firmicutes								
4992	-25.290562	0.273213	3538	39.91	11.763	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
4997	-9.272427	21.823382	3536	35.89	61.071	4	0	99.74	Eubacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
5001	-2.625791	33.265657	3534	28.21	17.258	2	0	100.00	bacterium LF-3									
5023	13.101915	-27.234139	3520	54.74	15.332	4	0	97.33	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5035	-3.653867	32.364555	3510	30.40	19.829	2	0	99.58	bacterium LF-3									
5054	33.952504	-24.530161	3496	65.62	17.311	3	0	76.60	Adlercreutzia equolifaciens	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
5061	10.981111	36.582725	3490	26.39	11.260	3	0	17.92	Clostridium									
5062	-24.914616	3.980899	3490	40.83	137.744	3	0	92.50	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5068	-23.595958	-9.199429	3486	42.91	202.760	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5111	-21.859920	31.831489	3452	41.31	17.521	4	0	3.34	Firmicutes bacterium CAG:41									
5118	19.680924	13.823961	5579	39.95	8.811	7	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5134	-23.781880	6.078528	3439	39.72	17.580	3	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5136	-16.006657	16.984033	3437	36.19	9.184	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5146	26.035645	7.633259	3433	40.29	17.947	5	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5158	-13.098604	-25.264368	3424	51.55	7.794	1	0	95.29	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
5176	-22.473424	6.919350	3413	38.50	13.728	2	0	100.00	Dorea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5192	-29.072933	-3.653960	3402	42.62	10.490	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5194	36.045787	1.037778	3401	47.54	25.898	5	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5200	-25.066145	1.195950	3397	42.57	13.493	4	0	97.59	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
5229	12.263209	32.829497	3376	31.25	16.140	4	0	0.53	Terrisporobacter othiniensis									
5252	8.736198	32.444583	3359	29.21	17.050	2	0	2.66	Peptostreptococcaceae									
5286	8.959627	36.539819	3337	27.36	11.816	3	0	0										
5302	6.899353	-9.778995	3327	46.05	7.416	1	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
5317	-22.934385	28.327575	8399	37.28	10.860	9	0	74.21	Firmicutes bacterium CAG:41									
5325	28.756617	9.426216	3307	43.03	19.842	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			21690	
5350	-25.184114	-1.421355	3288	41.36	9.369	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5366	15.444025	-27.307200	3279	57.06	10.117	4	0	0										
5381	29.839333	6.174583	3268	42.78	19.728	4	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5407	-25.737325	12.927179	3250	36.43	124.902	4	0	99.61	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5413	27.186975	6.552026	3247	42.72	16.773	4	0	97.16	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5420	-14.106963	17.235246	4799	38.88	10.408	5	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5449	7.852944	35.613832	3230	27.00	11.286	3	0	14.00	Terrisporobacter									
5465	-15.777449	-6.671130	3223	44.59	297.793	4	0	99.98	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5514	13.977969	26.161393	3190	35.99	13.471	7	0	0										
5547	19.397258	9.335371	3176	41.69	14.144	3	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5552	-5.678792	-36.621244	3171	52.51	23.251	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
5579	-16.952494	14.753741	3158	34.80	11.260	2	0	95.64	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
5605	7.014855	-6.934106	4618	41.79	15.243	6	0	98.19	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
5628	-21.980100	11.791298	3135	37.51	126.002	4	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5664	-31.232589	-10.672949	3119	44.53	9.204	4	0	87.80	Blautia obeum	Firmicutes	Clostridia	Clostridiales						
5689	15.706721	17.221392	3107	33.60	10.403	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5699	2.345902	11.717245	3103	39.64	57.222	6	0	100.00	Firmicutes	Firmicutes							133223	
5700	-23.939045	13.155406	3103	40.93	19.995	3	0	85.78	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5748	-1.710206	31.133992	3079	28.00	9.693	5	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5777	19.578191	-32.239771	3065	62.77	8.164	2	0	97.85	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5791	17.758463	-29.397512	3057	60.09	6.362	2	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5805	-4.116023	23.233370	3053	35.08	9.500	3	0	0.99	Firmicutes bacterium CAG:194									
5840	20.951888	11.850898	3027	41.53	11.634	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5859	2.675794	-18.708963	3018	48.77	17.475	3	0	99.18	Clostridiales	Firmicutes	Clostridia	Clostridiales						
5887	-22.505996	-11.724270	3004	45.77	185.067	1	0	99.74	Clostridiales	Firmicutes	Clostridia	Clostridiales					146308	
5895	-6.931315	16.870077	3001	37.82	11.098	2	0	0										
5900	27.770145	7.445296	2997	41.41	19.278	5	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5925	-20.427515	5.027746	2986	38.78	9.542	3	0	0.98	Ruminococcus obeum CAG:39									
5967	-23.027082	-8.894759	2961	45.73	6.635	3	0	13.67	Ruminococcus									
5972	-19.014940	28.244890	2958	35.02	12.077	2	0	85.60	Firmicutes bacterium CAG:41	Firmicutes								
5979	23.045090	15.364997	2954	40.66	16.003	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
6007	-19.257568	6.234192	2941	40.67	104.421	3	0	99.77	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6011	-19.951427	5.656809	2940	41.50	11.683	2	0	66.80	Blautia obeum									
6037	-1.624990	33.284057	2930	25.67	10.467	3	0	100.00	bacterium LF-3									
6046	-7.302371	20.602344	2927	37.41	20.640	4	0	100.00	Eubacterium hallii CAG:12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
6051	17.852662	-20.286736	2926	54.20	6.798	4	0	97.16	Actinomyces sp. S6-Spd3	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
6095	-13.174791	6.069440	2904	42.39	11.241	3	0	0										
6146	14.747398	-30.287270	2872	58.84	11.194	2	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
6156	-25.111821	-0.164611	2869	41.83	12.837	3	0	100.00	Ruminococcus obeum CAG:39	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
6175	-22.401675	29.233858	2861	38.52	10.684	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
6185	-5.579689	22.989437	2858	34.57	30.716	2	0	79.42	[Eubacterium] hallii	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
6206	-14.694697	13.931503	2850	36.98	9.798	2	0	90.31	Firmicutes	Firmicutes								
6212	-1.720553	31.655945	2847	27.92	14.196	2	0	100.00	bacterium LF-3							RF0142		
6229	17.074150	-30.659289	2839	60.48	15.549	4	0	97.79	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
6281	13.837932	-12.371427	2816	51.67	11.318	3	0	97.49	Veillonella	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella				
6295	-27.648582	-1.438919	2808	42.45	11.826	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6316	-4.847099	11.508308	2800	36.32	32.976	6	0	100.00	Blautia	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
6318	-15.404204	16.649140	2798	35.99	11.333	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6323	8.106295	33.599589	2795	28.44	9.786	1	0	24.15	Clostridiales									
6329	13.742816	-14.295518	2793	53.99	37.699	2	1	99.87	Actinomyces	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
6345	-6.575497	2.885032	2787	39.54	14.072	3	0	66.78	Escherichia coli									YP_007112561
6354	13.089965	-26.303171	2783	55.44	9.983	2	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
6373	6.779020	36.429472	2773	24.20	9.247	3	0	0										
6409	16.837631	-15.414947	3247	53.50	12.622	3	0	0										
6422	-14.617437	15.694335	2756	36.61	11.789	3	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
6430	-21.500141	28.995674	2753	40.76	14.547	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
6452	17.675529	-28.925416	2746	59.69	10.597	3	0	48.04	Rothia mucilaginosa									
6459	-6.777079	3.217684	2741	40.06	13.946	4	0	80.51	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6472	1.163233	13.146649	2737	36.24	120.935	3	0	98.32	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6477	25.229263	-6.180342	2736	48.28	10.387	1	0	0										
6486	3.631210	18.250805	2731	33.54	8.038	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
6501	26.539310	9.705063	2724	41.15	14.604	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			139411	
6588	-22.812069	1.060876	2691	42.18	109.271	3	0	99.61	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
6605	-1.738243	22.146913	2681	30.96	13.728	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales				RF0142		
6620	12.006047	33.359082	2674	30.14	15.654	1	0	39.59	Terrisporobacter glycolicus									
6630	-6.310546	-38.493275	2668	54.27	27.716	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
6654	-13.530075	12.813480	2659	39.56	10.702	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6666	-23.409651	28.588692	3907	36.81	8.709	2	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
6685	-29.692327	-11.510737	3515	45.15	8.713	6	0	0										
6706	-22.798707	13.271538	2636	36.95	20.769	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
6709	8.030882	35.457833	2635	26.76	8.648	3	0	6.41	[Clostridium] sordellii									
6710	33.371282	3.757401	2635	45.81	11.401	2	0	99.04	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
6741	-18.723252	-1.276593	2622	42.26	7.659	5	0	4.08	Clostridiales									
6788	-22.165039	29.073906	2606	38.33	12.010	1	0	92.45	Firmicutes bacterium CAG:41	Firmicutes								
6807	-9.961764	1.606456	2600	41.12	107.336	2	0	38.00	Clostridiales									
6837	7.005404	-8.903623	2589	42.41	6.598	2	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
6849	-21.410153	32.086820	2584	40.63	12.806	4	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
6885	11.382561	26.608982	2568	31.70	8.590	3	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
6941	25.327223	-6.793009	2549	49.94	13.464	3	0	0										
6953	6.509842	-6.205696	3845	42.05	63.558	4	0	66.28	Bacteroides pyogenes									
6966	-14.799104	14.336017	2540	39.17	12.121	2	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
6995	-22.956018	5.754182	2530	41.54	14.411	3	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
7062	32.094835	3.707209	2505	44.87	10.564	2	0	60.64	Streptococcus									
7071	35.240007	1.902417	2502	47.40	24.964	3	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		RF0038		
7082	19.150383	15.732007	2498	36.19	19.822	5	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7088	26.274240	6.734817	2497	40.57	9.857	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7105	28.856183	4.523107	2491	44.40	19.022	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7142	-28.666327	-8.505474	2477	44.29	7.827	2	0	23.91	Clostridiales									
7161	11.854659	1.765756	2474	44.99	10.699	1	0	0										
7189	-10.836500	2.234208	2612	39.89	99.118	2	0	100.00	Ruminococcus sp. CAG:9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
7226	25.151762	14.834739	2453	41.91	11.815	1	0	99.04	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG006717			
7230	26.449789	6.740436	2450	40.41	17.543	3	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7271	-14.484161	5.117942	2434	39.89	120.268	1	0	98.45	Clostridiales	Firmicutes	Clostridia	Clostridiales						
7293	15.364348	14.474316	2427	35.93	9.787	3	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7303	27.227554	10.261110	2423	42.34	21.910	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7324	-24.463022	-12.811466	2417	44.27	12.089	4	0	0.97	Blautia sp. CAG:37									
7335	10.722566	1.306628	2415	43.27	7.810	3	0	5.34	Mogibacterium						VFG000037			
7353	-3.466392	21.787180	2411	30.19	26.437	3	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
7367	-5.401830	-35.459092	2404	53.70	40.113	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
7369	-18.776000	6.041861	2402	39.59	45.190	2	0	98.40	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
7426	-17.853016	3.423638	2387	41.43	333.498	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
7436	31.945020	2.971015	2385	46.62	31.303	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7468	6.736969	32.102875	2374	29.36	13.076	2	0	4.67	Clostridium botulinum									
7494	-5.807276	-28.046789	2368	51.01	42.269	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				YP_002274238
7495	27.952942	4.890460	2368	43.50	15.927	3	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7509	-4.669286	-37.132704	2363	53.96	21.654	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
7510	18.151746	13.399983	3585	38.98	6.946	4	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7512	-15.126112	15.654494	3300	35.70	9.673	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
7557	5.706460	31.909210	2350	26.09	6.131	3	0	0										
7690	-7.835605	-6.922554	2305	42.86	6.586	1	0	27.35	Blautia sp. CAG:52									
7710	18.034186	-6.800041	2298	43.08	8.642	3	0	0										
7713	-24.463837	-8.328374	2297	40.31	187.438	3	0	99.66	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
7721	2.235109	11.353936	2295	42.22	20.140	2	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
7723	-15.427248	-0.661078	3241	42.02	13.857	8	0	23.66	Bacteroides									
7724	-3.174371	15.120510	2295	35.99	9.421	5	0	84.62	Clostridiales	Firmicutes								
7746	25.504907	7.479402	2288	39.82	17.918	2	0	99.32	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7769	5.662542	33.031271	2283	24.84	9.047	2	0	0										
7786	9.283060	2.981985	2276	40.33	12.680	4	0	0										
7788	22.666173	14.906726	2275	39.16	9.107	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			134296	YP_001504318
7798	25.820542	6.556026	2273	42.15	6.720	1	0	80.77	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7802	-6.294229	-7.173206	2271	41.96	407.563	2	0	99.75	Clostridiales	Firmicutes	Clostridia	Clostridiales						
7820	28.005733	7.757418	2265	42.08	20.370	3	0	99.42	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			126324	YP_007348470
7823	27.789142	6.537635	2265	42.91	27.752	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
7830	-13.990227	1.828773	2264	41.61	103.715	1	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
7839	17.230921	-3.393303	2262	41.34	11.454	2	0	3.28	Candidatus Saccharibacteria oral taxon TM7x									
7846	-10.692032	20.974605	2259	35.99	6.452	1	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
7894	-28.487357	-11.843589	2243	45.12	13.029	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
7904	14.558961	-29.647709	2237	60.62	6.714	4	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
7928	-30.437460	-15.819062	2231	46.57	9.489	1	0	0										
7961	2.151388	-3.913567	2223	43.41	21.601	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			123309	
7990	7.897687	34.034871	2216	26.90	8.662	2	0	52.86	Peptostreptococcaceae									
8006	-24.177473	-2.523735	2209	42.28	8.530	2	0	9.56	Blautia obeum									
8026	-26.625087	-12.929043	2205	45.17	9.349	2	0	14.97	Dorea									
8029	-21.657799	32.198032	2205	38.64	11.397	4	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
8071	-13.638421	-20.281217	2194	48.45	9.320	2	0	100.00	Ruminococcus obeum CAG:39	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
8087	-20.270725	32.798281	2189	40.75	11.402	1	0	98.26	Firmicutes bacterium CAG:41	Firmicutes								
8088	-3.144816	35.641692	5409	26.70	12.769	9	0	98.45	bacterium LF-3									
8115	-13.329461	-5.638489	2184	42.54	83.310	1	0	98.50	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8126	18.808376	-21.587456	2800	57.27	9.805	2	0	89.55	Actinomyces sp. S6-Spd3	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
8187	-11.049675	-4.382379	2163	42.16	8.963	2	0	42.14	Clostridiales									
8206	32.006313	1.406366	2159	46.23	9.203	1	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8221	-18.363512	28.061898	3562	31.98	7.963	3	0	0										
8244	-13.049618	12.612202	2149	39.46	11.225	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8261	34.006485	4.929827	2144	44.64	10.246	1	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8269	4.294427	34.272739	2141	21.58	7.280	1	0	0										
8323	-3.149258	-29.742714	2130	46.57	16.492	4	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
8408	13.799982	19.049354	2105	35.06	6.778	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8409	31.494223	6.521349	2105	42.85	7.304	2	0	98.11	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
