ID	X	Y	Length	GC	Coverage	ORFs	SSUs	Reads	Classified	Organism	CONCOCT	MaxBin	MetaBAT	Phylum	Class	Order	Family	Genus	Virulence	Resistance	Plasmid	Virus
390	4.283879	-31.327495	31622	59.14	27.182	22	0	6017	1.861	Firmicutes	C28		B18									
391	32.578671	-12.217472	31593	67.45	24.582	30	0	5495	56.488	Actinomyces	C10	A12	B15								145094	
392	-6.669849	-36.10569	31578	53.14	60.615	29	1	13237	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			123884,123892	YP_004325011
393	-10.174516	22.755228	31458	37.66	68.588	34	0	14955	99.987	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	VFG001855			
394	-5.014721	-31.550907	31383	48.82	31.492	37	0	6871	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
395	-11.085346	21.151008	31382	38.81	70.984	31	0	15397	98.402	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
396	32.410368	-12.49848	31243	67.29	27.922	29	0	6092	33.979	Actinomyces	C10	A12	B15									
397	-6.643904	-33.682552	31140	50.91	41.119	29	0	8922	99.955	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG017856			NP_416772,NP_417870
398	-22.708891	3.917603	34806	42.49	15.378	30	0	3764	97.875	Dorea formicigenerans	C26		B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
399	-26.368546	11.769434	31035	39.13	78.259	18	0	16799	39.032	Clostridiales	C26		B5						VFG042870			
400	4.750029	-33.84342	31011	61.53	24.485	25	0	5336	2.418	Ruminococcaceae	C28		B18								126199	
401	-7.793	-34.202928	31004	51.54	36.829	33	0	7949	99.975	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			131779	NP_042036,NP_042037,NP_042038,NP_042039,NP_042040,NP_042041,NP_042042,NP_042043
402	-7.594307	21.543159	30875	37.93	58.471	29	0	12533	92.548	Lachnospiraceae	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
403	-10.032883	23.139111	30786	37.07	121.835	27	1	26004	99.162	Eubacterium	C5	A5	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
404	-7.150066	-35.360078	30776	52.23	44.369	25	0	9489	99.863	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			26528	
405	33.091498	-25.710666	30769	62.54	16.884	27	0	3622	88.487	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia		RF0065		
406	-26.288837	7.011577	30636	41.35	19.358	28	0	4126	2.811	Firmicutes	C26	A20	B24									
407	-11.064309	22.006253	39787	39.21	79.962	41	0	22228	99.964	Eubacterium	C5		B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium			114667	YP_009015381
408	32.499773	-12.355038	30606	66.39	28.535	29	0	6170	76.84	Actinomyces	C10	A12	B15	Actinobacteria								
409	-8.056217	23.0968	30606	35.79	104.687	24	0	22104	99.412	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
410	4.817067	-33.681487	39535	61.05	25.179	33	0	7068	11.446	Ruminococcaceae	C28		B18							RF0142	22676	
411	32.443588	-25.783297	30446	62.12	16.131	24	0	3418	80.164	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
412	32.374186	-12.451757	53763	66.51	24.643	47	0	9337	51.612	Actinobacteria	C10	A12	B15								139411	
413	-6.54851	23.27329	30395	36.0	126.479	31	0	26608	29.19	Clostridiales	C26		B5								110285	
414	4.613641	-33.587128	30333	61.09	20.347	34	0	4326	4.115	Ruminococcaceae	C28		B18									
415	32.501075	-12.461853	30195	67.44	26.266	21	0	5581	46.82	Actinomyces	C10	A12	B15									
416	31.122488	-13.658824	30183	64.57	29.115	24	0	6165	71.014	Actinomyces	C10	A12	B15							RF0139		YP_001285862
417	-27.150193	7.453565	49539	41.36	17.109	43	0	5867	9.34	Firmicutes	C26		B24						VFG000077	RF0142	145094	YP_009015561
418	3.777489	-31.075619	30119	60.13	22.576	26	0	4767	5.559	Ruminococcaceae	C28		B18							RF0024	126324	YP_009012397
419	3.258037	-16.334733	29980	50.4	45.488	33	0	9589	99.687	Lachnospiraceae	C21	A9		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					YP_007673820
420	-26.895351	12.694839	29791	38.0	58.659	31	0	12327	65.904	Clostridiales	C26	A6	B5									
421	-6.828025	-35.806622	29624	52.12	50.371	26	0	10389	99.981	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				NP_417628
422	-24.148165	11.143983	29534	39.19	36.909	42	0	7641	96.741	Clostridiales	C26	A11	B27	Firmicutes	Clostridia	Clostridiales				RF0142		
423	35.092597	-25.214031	29314	64.86	17.726	24	0	3609	97.783	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
424	-4.582141	-32.800492	29306	49.23	45.524	32	1	9295	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			121859,138438	NP_417111,NP_418698,YP_009100756,YP_009153153
425	-10.42927	22.720976	29520	38.08	67.612	26	1	13898	54.13	Eubacterium	C5	A6	B5							RF0142		YP_009003341
426	-5.972971	36.929388	29196	29.82	19.981	39	0	4026	0.05	bacterium LF-3	C3	A19	B20									
427	4.866604	-33.848845	29097	61.17	21.613	26	0	4430	15.779	Ruminococcaceae	C28		B18								128524	
428	4.037522	-31.20811	29025	59.11	31.81	22	0	6483	16.119	Ruminococcaceae	C28		B18									
429	-30.046703	-2.440638	29024	41.78	16.788	24	0	3398	99.794	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales			VFG002377	RF0024	28232	
430	1.772445	-22.67634	28947	50.27	31.446	32	0	6351	14.061	Clostridiales	C28		B13									
431	3.628423	-30.393398	28937	59.01	22.795	28	0	4630	6.609	Subdoligranulum variabile	C28		B18							RF0148		
432	-5.494165	37.056995	28876	29.19	19.005	34	0	3801	99.763	bacterium LF-3	C3	A19	B29									
433	-11.279628	22.836326	28868	38.61	123.138	24	0	24610	99.988	Eubacterium	C5	A5	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium			146204	
434	-5.34758	24.568122	28805	33.72	28.556	33	0	5710	99.597	Eubacterium hallii CAG:12	C5	A10	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
435	-2.818645	26.256949	28795	31.85	36.555	31	0	7273	7.04	Clostridiales	C5	A10	B14									
436	30.934286	-13.654289	28785	64.02	23.6	28	0	4809	61.364	Actinomyces	C10	A12	B15								135299	YP_008060270
437	25.463333	-27.035709	28763	60.52	153.331	25	0	30826	97.126	Collinsella	C28	A4	B2	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella				
438	-5.111729	36.004464	28746	30.39	20.804	32	0	4144	93.919	bacterium LF-3	C3	A19	B20							RF0065		
439	-23.194334	10.083893	46480	42.48	102.538	45	0	33329	98.836	Clostridiales	C5	A5		Firmicutes	Clostridia	Clostridiales						
440	-36.12745	-6.031204	28722	44.07	17.695	30	0	3501	1.571	Lachnospiraceae	C26	A22	B24							RF0024		
441	-28.249242	-6.064113	28721	42.82	109.355	26	1	21744	99.857	Dorea longicatena	C26	A5	B4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
442	-4.396643	-31.474679	28696	48.09	40.769	29	0	8185	99.853	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG013346			YP_009146551
443	23.22913	-24.12705	28633	56.76	17.603	29	0	3486	45.611	Eggerthella lenta	C10	A29	B23									
444	2.401061	-19.33933	39619	52.39	114.169	40	0	31565	99.61	Lachnospiraceae	C28	A7		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					YP_009213821
445	22.596113	-13.762072	28620	60.68	20.78	30	0	4137	99.952	Bifidobacterium longum	C28	A14	B19	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium				
446	-9.695363	22.96266	28574	36.95	96.204	19	0	19015	85.238	Eubacterium	C5		B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium		RF0007		
447	-26.607709	7.296342	28480	40.68	27.482	27	0	5431	17.161	Clostridiales	C26		B24									
448	32.676204	-12.216041	28421	68.27	24.998	25	0	4983	57.435	Actinobacteria	C10	A12	B15									YP_008409510,YP_009124151
449	25.397675	-26.839191	28369	59.39	165.277	37	0	32593	86.506	Collinsella	C28	A4	B2	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella				
450	-22.323444	6.232561	32050	40.76	14.87	29	0	3348	88.859	Dorea formicigenerans	C26	A20	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea			139293	
451	-27.265049	6.708741	42972	42.78	20.024	35	0	5989	9.167	Firmicutes	C26		B24							RF0142:2		
452	31.873151	-25.735214	28255	61.55	18.438	21	0	3617	85.292	Eggerthellaceae	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae			RF0142		
453	3.218728	-27.055603	28227	53.73	22.752	24	0	4523	31.55	Clostridiales	C28	A13	B18							RF0142		
454	-28.790326	11.556356	28169	39.16	589.235	25	0	114785	99.997	Clostridiales	C26	A1	B1	Firmicutes	Clostridia	Clostridiales						
455	-11.120785	22.230731	48968	38.68	102.703	46	0	35037	99.88	Eubacterium	C5	A5	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				NP_417645
456	31.192164	-13.432097	28119	64.96	35.618	11	0	6984	50.974	Actinomyces	C10	A12	B15									
457	4.190335	-32.345958	28100	60.6	23.042	28	0	4582	13.073	Ruminococcaceae	C28		B18									
458	-30.88885	1.414269	28056	42.17	58.729	28	0	11403	99.965	Blautia wexlerae	C26	A7	B1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
459	-25.620809	-5.330187	28028	45.17	24.037	29	0	4708	98.577	Clostridiales	C26	A11	B24	Firmicutes	Clostridia	Clostridiales				RF0142		
460	-11.527501	21.814223	27942	39.4	100.795	23	0	19509	99.836	Eubacterium	C5	A5	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	VFG013368		126324	YP_009012396,YP_009012397
461	-10.771765	22.635287	27915	38.13	64.318	23	0	12405	100.0	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
462	-0.638977	-15.447643	27909	44.61	47.935	24	0	9366	22.699	Subdoligranulum variabile	C28	A7	B16									
463	16.720364	20.0867	27879	33.7	24.743	22	0	4758	0.42	Firmicutes	C5	A10	B14						VFG001301	RF0038		
464	3.998086	-32.127321	37154	61.07	23.268	32	0	6142	15.63	Subdoligranulum variabile	C28		B18						VFG013286			
465	-6.163047	23.05263	27806	35.12	68.374	27	0	13128	54.228	Eubacterium	C5	A6	B5									YP_004306459
466	2.211454	-19.087082	27726	50.31	42.168	30	0	8130	95.855	Clostridiales	C28	A9		Firmicutes	Clostridia	Clostridiales						YP_009213821
467	3.128965	-27.745376	27709	55.45	28.03	19	0	5477	24.995	Faecalibacterium prausnitzii	C28	A13	B18									
468	-26.657538	7.371797	40710	41.04	23.357	32	0	6632	7.207	Clostridiales	C26		B24									
469	-6.888048	-35.032248	27602	51.63	47.815	28	0	9200	99.957	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG013265			
470	17.266954	20.262075	27452	34.15	33.544	25	0	6353	5.95	Turicibacter	C5	A10	B14							RF0007:2		YP_006987334
471	-35.865671	-6.050793	27428	43.87	17.063	29	0	3238	5.065	Firmicutes	C26	A22	B24									
472	-5.443698	36.377387	41780	30.41	23.807	40	0	6902	99.638	bacterium LF-3	C3	A19	B20								14346	
473	31.971823	-13.098071	27266	66.84	29.499	28	0	5746	71.319	Actinobacteria	C10	A12	B15									
474	-23.845997	31.210785	27241	39.55	15.379	17	0	2903	74.337	Firmicutes bacterium CAG:41	C29	A24	B25								136581	
475	13.394629	38.944242	27235	31.1	18.493	41	1	3474	72.74	Terrisporobacter	C18		B29									
476	1.956364	-22.72859	27205	52.16	22.074	21	0	4160	2.163	Enterococcus columbae	C28	A13	B13									
477	-23.026717	6.437389	27172	40.77	15.347	24	0	2932	99.591	Dorea formicigenerans	C26	A20	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
478	-10.919607	22.885921	27425	38.75	64.377	21	0	12271	99.69	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				YP_007354398
479	16.891231	20.318945	27113	33.97	32.654	24	0	6123	6.353	Turicibacter	C5	A10	B14								146204,139411,14430,139413	
480	-23.852604	0.714051	26965	40.38	39.261	26	0	7483	87.639	Blautia sp. CAG:52	C26	A11	B27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
481	25.480373	-26.982743	40401	60.15	190.501	34	0	53667	92.426	Collinsella	C28	A4	B2	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella				
482	1.963896	-23.075413	26799	52.44	17.375	26	0	3244	7.398	Clostridiales	C28		B13									
483	11.024644	-21.38439	26633	56.03	298.467	29	0	55525	50.883	Collinsella	C28	A4									128194,128196	
484	-28.762868	12.349539	26521	39.8	77.371	18	0	14184	60.653	Clostridiales	C26	A5	B3									
485	-7.255205	-35.45601	26506	52.2	58.803	24	0	10873	99.963	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG001373,VFG013508,VFG013368		126324,21524	YP_009012397,YP_009012398
486	-5.396456	-32.598893	26411	49.42	38.515	21	0	7060	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
487	-5.434467	24.435934	26376	33.67	82.247	27	0	15003	37.752	Firmicutes	C5	A6	B5						VFG000963,VFG001300,VFG001338			NP_048965
488	-10.474503	23.234177	26285	37.92	47.291	18	0	8649	74.725	Eubacterium	C5	A6	B5								122799	
489	-5.471793	37.097432	26192	27.9	18.071	27	0	3297	99.515	bacterium LF-3	C3	A19	B29									
490	-6.530053	-34.3282	26161	51.02	45.832	25	0	8372	99.857	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			150339,131541	
491	-6.878316	-35.682158	26121	52.01	53.577	21	0	9725	99.938	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG013384,VFG013374,VFG013390		134770	
492	-5.397238	-32.029748	26048	49.16	37.259	26	0	6757	99.852	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			158440	NP_313210
493	-7.419312	-35.840314	26017	52.82	45.471	24	0	8242	99.951	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG001249		150470	NP_417179
494	-6.335441	24.123552	26005	35.27	31.87	34	0	5747	2.453	Ruminococcus	C5	A10	B5									
495	21.201052	-14.900464	25979	55.85	82.282	20	0	14812	99.77	Bifidobacterium	C28	A8	B6	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium				
496	-2.381777	-16.904145	25977	47.4	18.478	44	0	3328	63.371	Clostridium sp. CAG:58	C28	A21										
497	-27.118848	7.167831	26841	41.15	17.069	22	0	3189	11.696	Clostridiales	C26	A20	B24									YP_009102085
498	-5.027754	36.265161	25945	29.71	16.143	26	0	2893	91.773	bacterium LF-3	C3	A19	B29							RF0024		
499	3.655688	-28.248445	25934	56.32	27.105	21	0	4894	6.906	Ruminococcaceae	C28	A13	B18									NP_286654
500	16.011168	20.25838	25922	32.62	86.14	32	0	15503	0.206	Firmicutes	C5		B14									YP_008873459
501	-32.544904	-11.87425	25853	43.4	53.763	27	0	9820	86.456	Lachnospiraceae	C26	A7	B4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
502	31.193184	-25.582393	30949	61.55	16.313	27	0	3519	55.584	Adlercreutzia equolifaciens	C10	A23	B23									
503	21.679805	-14.668314	25828	58.1	27.428	22	0	5008	99.94	Bifidobacterium longum	C28	A14	B19	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		RF0024		
504	-24.214274	10.1846	30071	40.07	74.425	32	0	15521	76.876	Dorea	C26		B5	Firmicutes								
505	-5.115185	25.431713	25790	34.23	83.32	22	0	14821	18.373	Blautia	C5	A6	B5									
506	-9.982279	21.377742	25788	38.48	71.219	21	0	12729	99.513	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium		RF0142,RF0017		
507	12.984734	42.072375	25649	29.23	15.109	24	0	2697	42.01	Terrisporobacter	C18	A17	B29									
508	5.513619	-31.797151	25623	61.15	32.867	23	0	6006	20.18	Subdoligranulum variabile	C28		B18							RF0144		
509	3.157973	-14.157404	25613	47.55	192.712	24	0	34377	99.828	Blautia wexlerae	C21	A3		Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
510	-3.620348	-30.522479	25597	46.79	33.411	24	0	5991	100.0	Escherichia coli	C20	A9	B12	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG002304		27584	NP_039614,NP_039615,NP_039621,NP_039622
511	-35.671203	-4.505295	25576	42.57	16.959	24	0	3009	22.366	Lachnospiraceae	C26		B24									
512	-26.710203	6.705091	25537	41.47	19.338	24	0	3446	10.679	Clostridiales	C26		B24							RF0063,RF0139		
513	13.649321	42.47897	39702	29.14	15.052	41	0	4162	45.459	Terrisporobacter	C18		B29							RF0148	135530	
514	25.612372	-27.151059	25472	61.97	126.622	29	0	22499	71.088	Collinsella	C28	A4	B2									
515	4.299641	-31.682553	25358	60.36	30.216	19	0	5412	18.071	Ruminococcaceae	C28		B18								146204	YP_009003341
516	-11.530635	23.465464	25352	38.71	75.133	16	0	13190	76.907	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium			136581	
517	13.50853	42.905227	25270	27.11	17.453	16	0	3046	71.504	Terrisporobacter othiniensis	C18		B29									
518	3.700014	-29.94013	25269	57.72	23.118	19	0	4134	5.491	Faecalibacterium prausnitzii	C28		B18							RF0007		
519	-5.104247	25.404402	25242	33.01	88.414	29	0	15447	13.828	Clostridiales	C5	A6	B5									
520	-3.929138	-31.07981	25217	47.23	50.059	25	0	8799	99.955	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia		RF0017,RF0164	16989,24702	
521	-28.813876	12.072359	25216	39.61	138.501	22	0	24142	86.911	Blautia wexlerae	C26	A3	B1	Firmicutes	Clostridia	Clostridiales						
522	3.446774	-28.091826	38226	56.91	19.792	34	0	5361	3.208	Faecalibacterium	C28	A13	B18									
523	-4.187254	24.634893	25152	37.01	51.996	19	0	9076	0.033	Ruminococcus sp. 5_1_39BFAA	C5	A6										
524	-22.925082	7.495358	26700	40.15	13.29	29	0	2481	99.798	Dorea formicigenerans	C26	A20	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		RF0142		
525	17.215369	19.719059	25116	35.71	31.343	27	0	5448	12.059	Turicibacter	C5	A10	B14								133258	YP_009015580
526	32.581552	-25.701069	25107	62.5	16.5	22	0	2873	51.932	Adlercreutzia equolifaciens	C10	A23	B23									YP_004306893
527	13.459412	41.269831	25018	29.21	20.595	18	0	3551	33.681	Clostridiales	C18	A17	B29									
528	-26.660197	12.068214	24950	39.47	94.885	16	0	16369	71.806	Blautia wexlerae	C26	A5	B5						VFG042870			
529	30.769868	-14.121825	24922	65.16	32.69	25	0	5723	57.435	Actinomyces	C10	A12	B15									
530	22.748013	-13.58161	24898	62.11	18.164	21	0	3119	100.0	Bifidobacterium longum	C28	A14	B19	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium				
531	4.819292	-32.777797	24888	60.56	28.166	19	0	4940	24.291	Subdoligranulum variabile	C28		B18								19088	YP_007354398
532	-23.608151	12.376162	24870	38.44	64.356	24	0	11098	99.982	Blautia wexlerae	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
533	-25.532375	-4.481014	24855	43.15	27.849	22	0	4846	93.293	Clostridiales	C26	A11	B24	Firmicutes	Clostridia	Clostridiales				RF0142:2	128524	
534	-31.863148	1.761351	24834	42.35	358.614	25	0	61677	99.99	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
535	-35.50442	-5.162726	30163	42.5	16.325	24	0	3414	1.582	Clostridiales	C26		B24									
536	1.91665	-22.827431	24699	52.22	38.802	28	0	6697	0.418	Clostridiales	C28	A13	B13									
537	31.771362	-13.307322	30525	66.84	36.468	20	0	7978	65.568	Actinomyces	C10	A12	B15									
538	-6.119929	-34.991568	24658	51.43	48.792	21	0	8374	99.964	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG000077		135574,28306	YP_009015561
539	-5.07137	36.369464	26838	29.5	18.843	23	0	3556	99.775	bacterium LF-3	C3	A19	B29									
540	25.491857	-27.034479	24640	60.11	191.949	18	0	32969	54.466	Collinsella	C28	A4	B2									
541	3.834737	-30.717838	24579	59.01	26.332	22	0	4517	0.664	Ruminococcaceae	C28		B18									
542	-27.040313	6.407633	27784	43.42	21.452	27	0	4151	27.463	Lachnospiraceae	C26		B24									
543	-4.513647	25.02736	24542	34.01	27.532	34	0	4656	2.47	Ruminococcus sp. CAG:9	C5	A10	B17									
544	-31.166413	1.598761	25361	41.79	296.256	20	0	51942	99.883	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
545	33.011042	-25.554901	24515	63.54	14.6	22	0	2501	47.901	Adlercreutzia equolifaciens	C10	A23	B23									
546	-7.586057	21.471484	24499	37.62	30.323	28	0	5131	58.429	Clostridiales	C5	A10	B27									
547	4.4377	-31.672697	24455	60.71	29.599	22	0	5156	20.636	Subdoligranulum variabile	C28		B18									
548	4.537124	-34.093264	24440	63.29	22.084	17	0	3858	13.841	Ruminococcaceae	C28		B18							RF0024		
549	2.489077	-23.381164	24417	54.42	25.113	15	0	4281	0.0		C28	A13	B13									
550	-27.611339	6.573673	24392	43.02	17.928	22	0	3034	11.239	Clostridiales	C26		B24									
551	32.418671	-12.540571	29584	67.21	24.79	23	0	5176	50.251	Actinomyces	C10	A12	B15						VFG000925,VFG001826		110567	
552	-6.968336	-35.667394	24374	52.32	57.579	27	0	9749	99.959	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			145550,138907	
553	-22.814146	3.749238	24352	42.96	16.453	20	0	2802	99.643	Dorea	C26		B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea		RF0154,RF0155		
554	-5.056024	-31.313054	24267	49.1	41.009	30	0	6906	99.971	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG013321,VFG000448,VFG000446,VFG000447,VFG000445			NP_599072,YP_001272550,YP_001272552,YP_001272561,YP_008318517,YP_008318523,YP_008318524,YP_008766897,YP_008766901,YP_008766904,YP_008766905,YP_009187333,YP_009226833
555	4.803782	-33.778348	24196	61.02	24.791	16	0	4236	4.792	Ruminococcaceae	C28		B18									
556	-8.233878	22.791874	24193	36.89	60.485	19	0	10241	98.438	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				YP_002875699
557	-31.599758	9.885963	24193	42.89	123.115	10	0	20635	99.089	Lachnospiraceae	C5	A3	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae				140174	
558	32.582393	-12.37361	24171	67.35	27.326	18	0	4671	77.521	Actinobacteria	C10	A12	B15	Actinobacteria								
559	-10.730074	22.531149	24152	38.13	61.561	23	0	10323	99.7	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
560	-10.054937	22.124888	26341	37.75	108.27	24	0	19833	99.103	Eubacterium	C5	A5	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium			146204	
561	-4.215758	23.862064	24004	34.08	20.35	25	0	3365	75.988	Ruminococcus sp. CAG:9	C5	A25	B17	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
562	-31.595766	1.695529	23994	42.02	457.38	21	0	75835	100.0	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales				RF0024		YP_002875699
563	-8.030027	19.045868	23959	38.89	90.182	27	0	14927	10.257	Clostridiales	C5		B5									
564	32.267905	-25.63624	35532	62.33	17.935	33	0	4453	56.905	Adlercreutzia equolifaciens	C10	A23	B23									
565	2.685518	-20.753358	23780	53.46	29.17	24	0	4815	64.881	Clostridiales	C28	A13										
566	-24.324378	11.421586	23703	39.49	76.005	16	0	12475	99.984	Eubacterium	C26		B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
567	-25.385052	7.749619	25753	40.12	20.546	20	0	3700	33.108	Firmicutes	C26	A20	B24									
568	-6.134622	22.462493	23617	35.8	59.234	18	0	9664	99.969	Blautia wexlerae	C26	A6	B5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
569	-10.131214	22.754176	23588	37.79	70.465	21	0	11506	99.93	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
570	-23.590687	29.253929	23573	39.1	17.826	19	0	2894	74.015	Firmicutes bacterium CAG:41	C29	A24	B25								123884,123889	
571	-35.495152	-4.846621	30538	42.32	14.189	27	0	2997	1.335	Lachnospiraceae	C26		B24							RF0007		
572	-11.227428	22.273007	23463	39.4	76.113	15	0	12359	99.717	Eubacterium	C5	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	VFG045340	RF0154,RF0155	145094	
573	13.108724	42.963057	23432	25.87	19.271	22	0	3089	10.1	Terrisporobacter	C18	A27	B29									
574	-6.611158	-34.978393	23396	51.33	58.988	26	0	9577	99.979	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			146204,126811	NP_312885,NP_312886
575	-29.313322	-3.536792	23362	43.6	15.027	22	0	2471	99.838	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales				RF0148:2		
576	16.972552	19.619343	23357	35.52	42.581	25	1	6914	4.73	Turicibacter	C5	A10	B14								28437	
